srr	rc	offset	p	fdr
SRR1257234	31	13	0.540899989045102	0.7425537109375
SRR1535547	32	12	0.540905952453613	0.7425537109375
SRR1257268	35	12	0.541015625	0.7425537109375
SRR944653	34	12	0.541814671607338	0.743407942893367
SRR2075419	34	12	0.541963238140198	0.743407942893367
SRR1257246	34	12	0.542047023773193	0.743407942893367
SRR2052992	34	12	0.542126851006901	0.743407942893367
SRR2052987	29	14	0.542700129561126	0.74392723373371
SRR2052918	33	12	0.542750133702154	0.74392723373371
SRR1528631	27	12	0.543064668425359	0.744169901620922
SRR1535530	31	12	0.543171849941952	0.744169901620922
SRR1585492	34	14	0.54345703125	0.744392956787604
SRR2873693	30	12	0.543780162830568	0.744667881697061
SRR1916550	35	12	0.544277667999268	0.744722481605257
SRR1661497	33	12	0.54443359375	0.744722481605257
SRR1535542	32	12	0.544434282579459	0.744722481605257
SRR1802152	31	12	0.544463939386953	0.744722481605257
SRR2052995	30	12	0.544519450920066	0.744722481605257
SRR4045286	33	14	0.544557064789942	0.744722481605257
SRR2873702	25	12	0.544823847282441	0.744722481605257
SRR1758394	32	12	0.544891357421875	0.744722481605257
SRR5099277	35	14	0.544921875	0.744722481605257
SRR1795430	35	14	0.54554044640949	0.745333561582992
SRR1535544	32	12	0.545614063739777	0.745333561582992
SRR2052921	25	12	0.545822143554687	0.745450403961195
SRR2052915	35	14	0.546411592976256	0.746087928187332
SRR4045275	35	14	0.546685211914575	0.746294017970458
SRR2052946	27	14	0.546885958919964	0.746400558247732
SRR4045283	26	14	0.548840145144069	0.748899641747729
SRR2052926	31	12	0.549034611424149	0.748978242218967
SRR2052940	34	12	0.549144001363898	0.748978242218967
SRR2052946	25	12	0.549302661237015	0.749026695428102
SRR1042900	32	14	0.549436092376709	0.749040732838978
SRR1585529	34	12	0.549700736999512	0.74923360590814
SRR5099278	30	12	0.549859209903279	0.749281714570261
SRR1257251	33	12	0.550262451171875	0.749663267744348
SRR1257226	31	13	0.550768099466898	0.750184135480775
SRR2873697	26	12	0.550953952125734	0.750269283810352
SRR2053004	26	14	0.55126953125	0.750531011323579
SRR2053001	33	12	0.55162410615161	0.75084570098909
SRR5099275	29	14	0.5523681640625	0.751611762055493
SRR1257270	32	12	0.552434027313844	0.751611762055493
SRR1585511	34	12	0.552644948878221	0.751730595712481
SRR2052946	31	12	0.553237297482275	0.752368093133172
SRR2052915	25	12	0.553990036249161	0.753223377403586
SRR1660329	32	13	0.554481294006109	0.753722840545064
SRR2052990	29	14	0.555307450898485	0.75455957706293
SRR944659	34	12	0.5553449328474	0.75455957706293
SRR1758394	33	12	0.556396484375	0.75564492788998
SRR1535527	34	12	0.556640625	0.75564492788998
SRR1257243	35	12	0.556640625	0.75564492788998
SRR1758379	35	13	0.556640625	0.75564492788998
SRR1795436	35	14	0.556994594633579	0.755956742337363
SRR2096973	26	12	0.558236873937858	0.75737497702334
SRR4045268	28	14	0.55828857421875	0.75737497702334
SRR1610251	33	12	0.55859375	0.757451132690593
SRR1257226	35	12	0.55859375	0.757451132690593
SRR1528688	25	12	0.558937072753906	0.757747763218634
SRR1660334	26	14	0.559220229681894	0.757962713269822
SRR1528632	35	12	0.559403245562521	0.758016725742136
SRR5345623	25	13	0.559766887023698	0.758016725742136
SRR1257234	34	12	0.5604248046875	0.758016725742136
SRR4045264	27	12	0.5605253505978	0.758016725742136
SRR1257260	35	14	0.560546875	0.758016725742136
SRR2053001	30	12	0.560851566102451	0.758016725742136
SRR2052990	33	14	0.560924854856333	0.758016725742136
SRR2874123	25	12	0.561101267398518	0.758016725742136
SRR2146890	31	12	0.561192835623842	0.758016725742136
SRR810101	27	12	0.561263573914129	0.758016725742136
SRR3356528	26	12	0.561437129974365	0.758016725742136
SRR4045276	33	12	0.5615234375	0.758016725742136
SRR1585526	35	12	0.5615234375	0.758016725742136
SRR4045267	27	14	0.5615234375	0.758016725742136
SRR1585491	35	12	0.561874389648438	0.758016725742136
SRR2052997	33	12	0.562304056925356	0.758016725742136
SRR2052927	25	12	0.5625	0.758016725742136
SRR4045268	25	12	0.5625	0.758016725742136
SRR2052933	27	12	0.5625	0.758016725742136
SRR2064433	27	12	0.5625	0.758016725742136
SRR1204655	32	12	0.5625	0.758016725742136
SRR2064432	34	12	0.5625	0.758016725742136
SRR1535548	35	12	0.5625	0.758016725742136
SRR1661493	35	12	0.5625	0.758016725742136
SRR1802129	35	12	0.5625	0.758016725742136
SRR2096967	34	13	0.5625	0.758016725742136
SRR2052944	27	12	0.562689304351807	0.758026758393332
SRR2053003	33	14	0.562756672843053	0.758026758393332
SRR1528631	30	12	0.563323312780881	0.758544533923543
SRR2052988	34	12	0.563390465932363	0.758544533923543
SRR931823	28	12	0.56439652728022	0.759730930614202
SRR2052941	33	14	0.564836789663554	0.760155352106947
SRR1758410	32	12	0.5658665563075	0.761372763109604
SRR2052912	33	12	0.566628879165738	0.762173282801709
SRR4045275	33	14	0.566712108846314	0.762173282801709
SRR1585520	34	12	0.567661832338398	0.762534203380018
SRR5099275	27	13	0.567916879779659	0.762534203380018
SRR1795437	33	14	0.568026457133018	0.762534203380018
SRR1795437	30	14	0.568279510298436	0.762534203380018
SRR1042902	31	12	0.568359375	0.762534203380018
SRR1535528	33	12	0.568359375	0.762534203380018
SRR4045278	34	12	0.568359375	0.762534203380018
SRR2052926	26	14	0.568359375	0.762534203380018
SRR1585540	34	14	0.568359375	0.762534203380018
SRR5099279	33	12	0.568359375	0.762534203380018
SRR3306586	33	13	0.568359375	0.762534203380018
SRR2075417	25	12	0.569962683245334	0.764325098224949
SRR1257239	33	12	0.569974967045709	0.764325098224949
SRR2052924	31	12	0.570265343372598	0.764325098224949
SRR2052940	25	12	0.570411560791399	0.764325098224949
SRR2096966	26	12	0.570420286445576	0.764325098224949
SRR4045271	26	14	0.570448125257483	0.764325098224949
SRR2086030	25	12	0.570842436041755	0.764684989747191
SRR4045277	25	12	0.570974307134748	0.764693243130927
SRR5099276	27	12	0.57113276766238	0.764737095683526
SRR1795437	25	12	0.572078706724413	0.765253333136079
SRR627626	35	12	0.572131975321099	0.765253333136079
SRR1916550	25	12	0.572265625	0.765253333136079
SRR2075420	26	12	0.572265625	0.765253333136079
SRR1535527	35	12	0.572265625	0.765253333136079
SRR2873694	30	12	0.572273123859284	0.765253333136079
SRR1585542	35	12	0.572418492035283	0.765279491659478
SRR2052984	26	14	0.572703694168012	0.765492544852564
SRR4045293	28	14	0.572929393497968	0.765549553951378
SRR1257263	33	12	0.572998046875	0.765549553951378
SRR2053004	30	12	0.573235525762048	0.765698661223219
SRR2052998	34	12	0.574495077133179	0.767104259350719
SRR1585516	35	12	0.574608763806761	0.767104259350719
SRR1585534	34	12	0.574722990393638	0.767104259350719
SRR1585498	35	14	0.574851989746094	0.767104259350719
SRR2052996	33	12	0.574918349232275	0.767104259350719
SRR1573937	29	14	0.575599761419972	0.767845032613529
SRR1573938	26	12	0.576082826966972	0.7683209463802
SRR1257249	33	13	0.576679229736328	0.768814754715162
SRR1916545	35	12	0.576761115342379	0.768814754715162
SRR1585494	25	14	0.577427250522988	0.768814754715162
SRR2052943	25	12	0.577780059819165	0.768814754715162
SRR1535539	33	12	0.578125	0.768814754715162
SRR1802136	33	12	0.578125	0.768814754715162
SRR4045278	33	12	0.578125	0.768814754715162
SRR1802154	34	12	0.578125	0.768814754715162
SRR1802131	35	12	0.578125	0.768814754715162
SRR1802135	31	13	0.578125	0.768814754715162
SRR1585492	35	14	0.578125	0.768814754715162
SRR1585544	35	14	0.578125	0.768814754715162
SRR4045278	35	14	0.578125	0.768814754715162
SRR2052986	34	12	0.578222505806652	0.768814754715162
SRR1257244	35	12	0.57855224609375	0.769085077139047
SRR627627	35	12	0.578824996948242	0.76927954040554
SRR2052934	29	14	0.579885699669831	0.770355827547092
SRR2075419	25	12	0.579888103622905	0.770355827547092
SRR2075417	34	12	0.580392662868013	0.7707834469861
SRR1795426	34	14	0.580471043265661	0.7707834469861
SRR2052911	28	12	0.580590128898621	0.7707834469861
SRR2064453	35	12	0.582047241558658	0.772400028834584
SRR2064449	35	12	0.582061767578125	0.772400028834584
SRR2064455	25	12	0.582964630381134	0.773240507935449
SRR1573938	27	12	0.583015341210762	0.773240507935449
SRR1535533	31	12	0.583076477050781	0.773240507935449
SRR1916547	33	12	0.583338732375792	0.773419683749334
SRR2064430	27	12	0.583984375	0.773938334014161
SRR1610257	33	12	0.583984375	0.773938334014161
SRR1257241	34	12	0.584794998168945	0.774843819181375
SRR2052951	34	12	0.585315480744086	0.77518890204926
SRR2052918	30	12	0.585315480744087	0.77518890204926
SRR2052923	35	14	0.585437747166579	0.77518890204926
SRR2052995	27	14	0.585595948155969	0.775229630605607
SRR1507057	30	12	0.5859375	0.775513014033943
SRR4045264	35	12	0.586387656629086	0.775939985920106
SRR2954801	32	12	0.586714950497395	0.776204228768085
SRR2052953	31	12	0.58690077529975	0.776281238562378
SRR2075418	25	13	0.587088125727635	0.776360232348088
SRR2873695	31	13	0.587615425048326	0.77672054020543
SRR2052999	26	14	0.587615966796875	0.77672054020543
SRR2052930	30	14	0.587809156501862	0.776807103845498
SRR2052994	27	14	0.588197105142171	0.777150953644619
SRR1535545	32	13	0.588432312011719	0.77720775768861
SRR1585539	35	12	0.588542814533867	0.77720775768861
SRR1528633	35	12	0.588623399584321	0.77720775768861
SRR2052932	33	12	0.588914943838372	0.777228588336561
SRR1528689	34	12	0.589134216308594	0.777228588336561
SRR810100	26	12	0.589185711881331	0.777228588336561
SRR1585532	35	12	0.58953857421875	0.777228588336561
SRR1585544	34	12	0.589635848999024	0.777228588336561
SRR2096975	32	13	0.590588217849678	0.777228588336561
SRR2052995	34	12	0.59093015710186	0.777228588336561
SRR2873693	31	13	0.590987813691496	0.777228588336561
SRR2052931	31	12	0.591113418340683	0.777228588336561
SRR2052918	31	12	0.591138697217725	0.777228588336561
SRR4045267	31	12	0.591844869536244	0.777228588336561
SRR1916549	34	12	0.5923858770533	0.777228588336561
SRR5345621	25	13	0.592500601528955	0.777228588336561
SRR944657	27	12	0.592527867769783	0.777228588336561
SRR1585504	34	12	0.592780735726835	0.777228588336561
SRR1585554	35	14	0.59279616018739	0.777228588336561
SRR2052999	33	12	0.593387450261602	0.777228588336561
SRR2052995	33	12	0.593393568493626	0.777228588336561
SRR2052924	29	14	0.593571048200829	0.777228588336561
SRR5345622	25	13	0.593648292764588	0.777228588336561
SRR2874126	35	13	0.593713294714689	0.777228588336561
SRR4045267	26	12	0.59375	0.777228588336561
SRR1802134	31	12	0.59375	0.777228588336561
SRR1758393	32	12	0.59375	0.777228588336561
SRR2064434	32	12	0.59375	0.777228588336561
SRR1610252	33	12	0.59375	0.777228588336561
SRR1802150	33	12	0.59375	0.777228588336561
SRR3306584	33	12	0.59375	0.777228588336561
SRR1535548	34	12	0.59375	0.777228588336561
SRR1610247	34	12	0.59375	0.777228588336561
SRR2064433	34	12	0.59375	0.777228588336561
SRR2146891	34	12	0.59375	0.777228588336561
SRR2146892	34	12	0.59375	0.777228588336561
SRR3306585	34	12	0.59375	0.777228588336561
SRR1257251	35	12	0.59375	0.777228588336561
SRR1758396	35	12	0.59375	0.777228588336561
SRR1535544	33	13	0.59375	0.777228588336561
SRR1528695	25	14	0.59375	0.777228588336561
SRR2075420	32	14	0.59375	0.777228588336561
SRR2052993	26	14	0.59375	0.777228588336561
SRR2052921	35	13	0.594482859079226	0.778004662298387
SRR1528686	25	12	0.594611167907715	0.778004662298387
SRR1585512	35	12	0.5947265625	0.778004662298387
SRR2874124	34	12	0.595107768127775	0.778335960765697
SRR4045275	26	14	0.595703125	0.77894714302988
SRR2096974	33	13	0.596107482910156	0.779308364182781
SRR1916542	35	13	0.596417427062988	0.779546026820833
SRR1585541	35	14	0.597216322745308	0.780422533031087
SRR2075419	27	14	0.597627748511933	0.780662007461885
SRR1535523	35	12	0.59765625	0.780662007461885
SRR1257265	32	12	0.597812901748541	0.780698986976465
SRR1585518	35	12	0.598190307617187	0.781024177127141
SRR2096971	26	12	0.598366186264253	0.781037543167889
SRR4045288	29	12	0.598457338271499	0.781037543167889
SRR2053003	30	12	0.598862876974178	0.781399159295136
SRR2052916	31	12	0.599357647924549	0.781877026018664
SRR5099280	33	14	0.600181729440131	0.782784189576397
SRR1758412	34	13	0.601001786123973	0.783685715968302
SRR5099277	32	13	0.601341247558594	0.783792331026125
SRR2052919	26	14	0.601341247558594	0.783792331026125
SRR2075420	31	12	0.6015625	0.783912743680377
SRR2052923	33	14	0.60290585614614	0.785495035968509
SRR2052994	34	12	0.603046084714101	0.785509493215392
SRR944660	27	12	0.603604395251584	0.786068408545362
SRR1585546	35	14	0.6038818359375	0.786261388700302
SRR4045271	28	12	0.60472619614724	0.786868681066177
SRR1758391	33	12	0.604736328125	0.786868681066177
SRR1257266	33	12	0.604736328125	0.786868681066177
SRR2873704	26	12	0.605287949974127	0.78734778956941
SRR4045279	28	14	0.605426722441539	0.78734778956941
SRR2052934	30	12	0.605869723533785	0.78734778956941
SRR1535535	32	12	0.60595703125	0.78734778956941
SRR2146893	33	12	0.60595703125	0.78734778956941
SRR2052914	31	12	0.605996969890901	0.78734778956941
SRR2052987	33	12	0.606010578787437	0.78734778956941
SRR1528693	34	13	0.606669325426223	0.78786438203207
SRR5099275	30	13	0.60684466001112	0.78786438203207
SRR2052998	27	12	0.607102952897549	0.78786438203207
SRR1802154	32	12	0.607102952897549	0.78786438203207
SRR944653	28	12	0.607103320499232	0.78786438203207
SRR1795433	32	13	0.60722637935632	0.78786438203207
SRR2052912	29	14	0.607314826129932	0.78786438203207
SRR1585503	34	12	0.607560480887514	0.788015011777985
SRR1660330	32	12	0.608356639400328	0.788761174940382
SRR1795440	28	12	0.608552177324812	0.788761174940382
SRR1661498	28	12	0.608576871691589	0.788761174940382
SRR4045263	25	14	0.60865443944931	0.788761174940382
SRR1535545	33	13	0.609375	0.789294545259426
SRR1585531	35	14	0.609375	0.789294545259426
SRR2874123	35	12	0.609927859157324	0.789294545259426
SRR944656	25	13	0.610215787318161	0.789294545259426
SRR1660332	32	12	0.610700726509094	0.789294545259426
SRR2873690	26	12	0.611293004657436	0.789294545259426
SRR1528695	33	13	0.611328125	0.789294545259426
SRR1585487	25	14	0.611633180426823	0.789294545259426
SRR2052915	31	12	0.611718910717613	0.789294545259426
SRR1257244	33	12	0.61189051211928	0.789294545259426
SRR2873700	28	13	0.612725104346912	0.789294545259426
SRR4045280	25	14	0.612739562988281	0.789294545259426
SRR5099277	31	13	0.612769246101379	0.789294545259426
SRR931815	26	12	0.613044381976632	0.789294545259426
SRR1535541	35	13	0.61328125	0.789294545259426
SRR1660335	32	12	0.613877840835017	0.789294545259426
SRR5099275	34	13	0.6138916015625	0.789294545259426
SRR2096975	33	13	0.614093965734355	0.789294545259426
SRR2086029	34	13	0.614509344100952	0.789294545259426
SRR4045270	30	12	0.614843982008872	0.789294545259426
SRR1585502	35	12	0.615061635733582	0.789294545259426
SRR1257255	31	13	0.61514511192957	0.789294545259426
SRR2086028	34	12	0.615318330463197	0.789294545259426
SRR2053002	27	14	0.615560174849634	0.789294545259426
SRR2873698	30	13	0.616166728759646	0.789294545259426
SRR4045292	25	14	0.616167118796783	0.789294545259426
SRR1257241	35	13	0.6162109375	0.789294545259426
SRR944654	25	13	0.616284065435171	0.789294545259426
SRR1257272	32	12	0.616485926668474	0.789294545259426
SRR2052984	27	12	0.6166996764958	0.789294545259426
SRR1257247	33	14	0.616822686190972	0.789294545259426
SRR1535540	35	14	0.6171875	0.789294545259426
SRR1660331	32	13	0.617546916215091	0.789294545259426
SRR5099277	34	12	0.617919921875	0.789294545259426
SRR5413158	27	12	0.617947105522593	0.789294545259426
SRR1257251	32	12	0.618564045566018	0.789294545259426
SRR4045281	26	12	0.618806688856743	0.789294545259426
SRR2052924	33	12	0.618857953770275	0.789294545259426
SRR2052913	28	12	0.618880731748391	0.789294545259426
SRR2052941	30	14	0.618881515904344	0.789294545259426
SRR1660329	33	13	0.619140625	0.789294545259426
SRR2052921	28	12	0.619825758039951	0.789294545259426
SRR1916549	35	12	0.620244856159843	0.789294545259426
SRR4045274	28	14	0.62050628412344	0.789294545259426
SRR2053000	33	12	0.620549669492851	0.789294545259426
SRR2954800	35	14	0.620884939603706	0.789294545259426
SRR1795434	26	12	0.621168451893067	0.789294545259426
SRR1257238	33	13	0.621337890625	0.789294545259426
SRR2052933	32	14	0.621699404213428	0.789294545259426
SRR1585507	35	14	0.622174263000488	0.789294545259426
SRR2086026	32	12	0.622286650636117	0.789294545259426
SRR4045292	33	14	0.622294949301398	0.789294545259426
SRR2052983	30	14	0.622752515110271	0.789294545259426
SRR1661495	34	12	0.623046875	0.789294545259426
SRR2086029	35	12	0.623046875	0.789294545259426
SRR2052988	26	14	0.623046875	0.789294545259426
SRR4045278	32	12	0.623046875	0.789294545259426
SRR1257264	35	12	0.623046875	0.789294545259426
SRR1660331	35	12	0.623046875	0.789294545259426
SRR2052934	28	14	0.623046875	0.789294545259426
SRR2052933	29	14	0.623046875	0.789294545259426
SRR1802149	31	14	0.623153686523438	0.789294545259426
SRR2052991	33	14	0.623178830774759	0.789294545259426
SRR2873704	28	12	0.623237724326988	0.789294545259426
SRR2052923	34	12	0.62371697097344	0.789294545259426
SRR2146891	32	14	0.624138832092285	0.789294545259426
SRR1585494	35	14	0.624492645263672	0.789294545259426
SRR4045269	30	12	0.624733745091362	0.789294545259426
SRR4045267	28	13	0.624989986419678	0.789294545259426
SRR1802133	31	12	0.625	0.789294545259426
SRR1042902	32	12	0.625	0.789294545259426
SRR1802134	32	12	0.625	0.789294545259426
SRR1802135	32	12	0.625	0.789294545259426
SRR1802157	32	12	0.625	0.789294545259426
SRR1204655	33	12	0.625	0.789294545259426
SRR1535534	33	12	0.625	0.789294545259426
SRR1535551	33	12	0.625	0.789294545259426
SRR1610258	33	12	0.625	0.789294545259426
SRR1758392	33	12	0.625	0.789294545259426
SRR3306583	33	12	0.625	0.789294545259426
SRR3306589	33	12	0.625	0.789294545259426
SRR3356527	33	12	0.625	0.789294545259426
SRR1528695	34	12	0.625	0.789294545259426
SRR1535535	34	12	0.625	0.789294545259426
SRR1535538	34	12	0.625	0.789294545259426
SRR1535547	34	12	0.625	0.789294545259426
SRR1610256	34	12	0.625	0.789294545259426
SRR1610257	34	12	0.625	0.789294545259426
SRR2064430	34	12	0.625	0.789294545259426
SRR2146890	34	12	0.625	0.789294545259426
SRR2146893	34	12	0.625	0.789294545259426
SRR3356527	34	12	0.625	0.789294545259426
SRR1528688	35	12	0.625	0.789294545259426
SRR1535529	35	12	0.625	0.789294545259426
SRR1610247	35	12	0.625	0.789294545259426
SRR1802136	35	12	0.625	0.789294545259426
SRR2096969	35	12	0.625	0.789294545259426
SRR2146890	35	12	0.625	0.789294545259426
SRR2064430	25	13	0.625	0.789294545259426
SRR2064431	25	13	0.625	0.789294545259426
SRR1535531	33	13	0.625	0.789294545259426
SRR1528630	34	13	0.625	0.789294545259426
SRR1535541	34	13	0.625	0.789294545259426
SRR1535547	35	13	0.625	0.789294545259426
SRR1660334	35	13	0.625	0.789294545259426
SRR2096972	35	13	0.625	0.789294545259426
SRR627624	35	13	0.625	0.789294545259426
SRR2064432	25	14	0.625	0.789294545259426
SRR2052925	26	14	0.625	0.789294545259426
SRR2052933	26	14	0.625	0.789294545259426
SRR1507057	31	14	0.625	0.789294545259426
SRR1802134	33	14	0.625	0.789294545259426
SRR1535530	34	14	0.625	0.789294545259426
SRR1535544	34	14	0.625	0.789294545259426
SRR1585497	35	14	0.625	0.789294545259426
SRR1585499	35	14	0.625	0.789294545259426
SRR1585517	35	14	0.625	0.789294545259426
SRR1585540	35	14	0.625	0.789294545259426
SRR1802135	35	14	0.625	0.789294545259426
SRR4045280	26	12	0.625	0.789294545259426
SRR1585528	35	12	0.625	0.789294545259426
SRR2052923	26	14	0.625	0.789294545259426
SRR4045269	31	12	0.625025780784918	0.789294545259426
SRR2873537	35	12	0.625317245721817	0.789333689978259
SRR810101	26	12	0.625409938751876	0.789333689978259
SRR2873703	27	12	0.62544606044636	0.789333689978259
SRR944655	25	12	0.625740986268568	0.789511803791727
SRR4045277	32	14	0.625868811854161	0.789511803791727
SRR1585525	35	14	0.6259765625	0.789511803791727
SRR4045294	25	12	0.626556702861307	0.789786718163969
SRR1758411	35	13	0.626686870091362	0.789786718163969
SRR627621	25	12	0.626719668793794	0.789786718163969
SRR2064431	34	12	0.626953125	0.789786718163969
SRR4045284	29	12	0.627113618059636	0.789786718163969
SRR1795431	32	13	0.627126684154334	0.789786718163969
SRR2053003	25	12	0.627147131207767	0.789786718163969
SRR4045281	27	14	0.627332256815775	0.789786718163969
SRR2052925	32	14	0.627542112444644	0.789786718163969
SRR2064430	28	12	0.6275634765625	0.789786718163969
SRR1257239	35	12	0.627685546875	0.789786718163969
SRR1661495	25	12	0.627752553398453	0.789786718163969
SRR2874128	26	12	0.627886082655028	0.789791364927737
SRR2873693	29	12	0.628073884911947	0.789864263369728
SRR2873536	34	12	0.628447819012812	0.790171162268485
SRR2052928	25	14	0.62939453125	0.791197961065044
SRR5099279	27	13	0.629829406738281	0.79134238151911
SRR1535537	31	13	0.629829406738282	0.79134238151911
SRR5099275	32	13	0.630107879638672	0.79134238151911
SRR2052988	33	12	0.630157725008586	0.79134238151911
SRR4045272	30	14	0.630159871129142	0.79134238151911
SRR1660330	33	14	0.630693823302259	0.791849438007769
SRR2052920	33	14	0.631179238254018	0.792295358295335
SRR2086026	33	12	0.632062673568726	0.793183787231004
SRR1916546	35	13	0.632147789001465	0.793183787231004
SRR2873530	35	13	0.632452358082226	0.793402287938581
SRR2873703	26	12	0.634067382217268	0.79485059908699
SRR2052923	31	12	0.634126538760029	0.79485059908699
SRR1795439	31	12	0.63427517061126	0.79485059908699
SRR627621	35	12	0.634521484375	0.79485059908699
SRR2052922	25	13	0.634521484375	0.79485059908699
SRR4045269	29	14	0.634521484375	0.79485059908699
SRR1585515	33	12	0.634555890719957	0.79485059908699
SRR1758410	33	12	0.634652204465808	0.79485059908699
SRR2053001	31	12	0.635001804716171	0.79504815748494
SRR1660334	34	12	0.6351318359375	0.79504815748494
SRR2052984	33	12	0.635285943517273	0.79504815748494
SRR2052948	25	12	0.635332745936921	0.79504815748494
SRR2052912	30	12	0.636068174563981	0.795804752339098
SRR4045271	29	14	0.63644999531567	0.795920898134704
SRR1257255	34	14	0.63671875	0.795920898134704
SRR2052931	26	14	0.63671875	0.795920898134704
SRR1257227	35	13	0.63671875	0.795920898134704
SRR2052942	33	12	0.63681522459668	0.795920898134704
SRR4045285	28	14	0.637036682833565	0.796034129350159
SRR4045290	32	13	0.637762064590081	0.796743718569804
SRR2053002	30	12	0.638048466964063	0.796743718569804
SRR2873694	31	12	0.638143565683329	0.796743718569804
SRR2052917	31	12	0.638275082521651	0.796743718569804
SRR1528690	35	12	0.638334342045709	0.796743718569804
SRR2086028	25	12	0.638434589955463	0.796743718569804
SRR1758407	34	13	0.638521392080847	0.796743718569804
SRR1795426	31	12	0.639012506812991	0.797193002244344
SRR2052934	31	12	0.639278121633124	0.797360839428807
SRR1257234	35	12	0.6396484375	0.797610628684307
SRR2052920	30	14	0.639742771298561	0.797610628684307
SRR2873688	26	12	0.639873504638672	0.797610628684307
SRR2052951	28	12	0.640002873353296	0.797610628684307
SRR1257232	35	12	0.640357971191406	0.797889704784376
SRR3356528	31	12	0.640625	0.797895551801802
SRR1257259	34	12	0.640625	0.797895551801802
SRR1585550	35	14	0.64190673828125	0.799328288426785
SRR2052925	35	14	0.642602373039154	0.800030748096024
SRR1257253	33	12	0.6429443359375	0.800292693985638
SRR1795438	30	14	0.643154326250351	0.800390295945353
SRR4045289	26	12	0.643836035975255	0.800639227565607
SRR1585500	34	12	0.643910944461822	0.800639227565607
SRR1585520	35	14	0.643997192382813	0.800639227565607
SRR1535539	32	12	0.644012451171875	0.800639227565607
SRR1916547	35	13	0.644012451171875	0.800639227565607
SRR1257248	34	12	0.64453125	0.800956811797753
SRR1660328	34	14	0.64453125	0.800956811797753
SRR2052954	34	12	0.645645361794056	0.802177437866267
SRR1257258	32	13	0.645867757223851	0.802273278626697
SRR1585503	35	12	0.6461181640625	0.802273278626697
SRR1528696	35	13	0.6461181640625	0.802273278626697
SRR1573938	32	14	0.646633662975414	0.802749504465192
SRR2052986	33	14	0.647100626796211	0.803121431652721
SRR4045278	26	13	0.647197313490324	0.803121431652721
SRR2053002	33	14	0.647377996438612	0.803181797335525
SRR1257239	34	13	0.647811889648438	0.803556224455841
SRR1916550	34	12	0.648099967045709	0.803749663514587
SRR1257232	34	12	0.648781776428223	0.80443121606459
SRR2873700	27	12	0.649111425141808	0.804675932165808
SRR5099276	30	12	0.650156703279865	0.805242782193311
SRR2052920	34	12	0.650331609446223	0.805242782193311
SRR1535536	32	12	0.650390625	0.805242782193311
SRR1257262	34	12	0.650390625	0.805242782193311
SRR1610246	35	13	0.650390625	0.805242782193311
SRR2052917	28	12	0.650475905928943	0.805242782193311
SRR1535528	31	12	0.650495320022674	0.805242782193311
SRR1535545	31	13	0.650930544948604	0.805481803612644
SRR1795437	28	12	0.650953237968068	0.805481803612644
SRR944656	31	12	0.651430815060526	0.805908815947362
SRR1257263	31	12	0.652123249138967	0.806601407993561
SRR1257225	33	12	0.652473663329147	0.806870765202521
SRR1257272	33	12	0.652811050415039	0.807123598845109
SRR1173905	28	13	0.653076171875	0.807123598845109
SRR2064450	35	12	0.653076171875	0.807123598845109
SRR4045277	34	14	0.653214440098964	0.807130497485679
SRR1660329	26	12	0.654380620509471	0.8077638101983
SRR2052953	26	12	0.654403686523438	0.8077638101983
SRR1916543	35	12	0.654513899096855	0.8077638101983
SRR1585523	25	14	0.654769310405713	0.8077638101983
SRR1585497	33	12	0.655615508556366	0.8077638101983
SRR1535542	31	13	0.655934234770813	0.8077638101983
SRR1585545	33	14	0.655982971191406	0.8077638101983
SRR2052934	25	12	0.65625	0.8077638101983
SRR1802156	32	12	0.65625	0.8077638101983
SRR1528694	33	12	0.65625	0.8077638101983
SRR1758397	33	12	0.65625	0.8077638101983
SRR1802136	34	12	0.65625	0.8077638101983
SRR1257225	35	12	0.65625	0.8077638101983
SRR1535526	35	12	0.65625	0.8077638101983
SRR2064430	35	12	0.65625	0.8077638101983
SRR2075420	29	13	0.65625	0.8077638101983
SRR2064434	35	13	0.65625	0.8077638101983
SRR1535538	33	14	0.65625	0.8077638101983
SRR2052933	25	12	0.65625	0.8077638101983
SRR1585553	34	12	0.656462071898801	0.807791698046269
SRR4045268	33	14	0.656538246776385	0.807791698046269
SRR1585535	34	12	0.656948506614003	0.807974272009491
SRR2052930	31	12	0.65695228495133	0.807974272009491
SRR4045294	27	13	0.657196594557407	0.808111357326199
SRR2052933	31	12	0.65763178060297	0.808336768816027
SRR4045271	31	12	0.657645679577596	0.808336768816027
SRR4045292	28	12	0.658226343109181	0.808887039420838
SRR810103	25	12	0.658801975306721	0.809430906037322
SRR2052990	34	12	0.658995421178334	0.809502398119704
SRR2052922	30	14	0.659126315615139	0.809502398119704
SRR2873702	27	12	0.65936511895969	0.809632220151755
SRR2086029	25	12	0.659905586766058	0.810132327809875
SRR2053003	34	12	0.660244363422395	0.810384677703477
SRR1802147	31	12	0.660379557922772	0.810387099222155
SRR1660330	26	14	0.660631570385408	0.810532844424049
SRR2096975	25	12	0.660901308881876	0.810700274637719
SRR1585543	34	13	0.661604796885513	0.811399592631971
SRR931821	26	12	0.661740239376351	0.811402111696501
SRR1585501	35	12	0.662109375	0.811691118122733
SRR4045289	28	14	0.662387275981737	0.811868184524865
SRR1585495	35	12	0.663031101226807	0.81249359161214
SRR4045279	25	14	0.663745254278183	0.813068880048437
